image,product_name,price,category,description
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/intensiveeyerepair_590x617.jpg,Intensive Eye Repair,41.09,Eye Treatments,"Replenishing eye cream. 25ml.,Ultra-rich eye cream targets dehydration lines. Help increase resilience and smooth skin texture with phytonutrients and botanicals of Cucumber and Arnica, as vitamins C and E plus Grape Seed Extract shield the delicate eye area against further environmental damage."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/dailysuperfoliant_590x617.jpg,Daily Superfoliant ™,45.65,Age Smart ®,"Resurfacing, anti-pollution powder exfoliant. 57g.,This highly-active resurfacer delivers your smoothest skin ever, and helps fight the biochemical and environmental triggers known to accelerate skin aging."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/skinresurfacingcleanser_590x617.jpg,Skin Resurfacing Cleanser,33.20,Age Smart ®,"Smoothing, exfoliating cleanser. 150ml.,Dual-action exfoliating cleanser helps retexturize aging skin. Achieve smooth, ultra-clean skin with this highly-active, two-in-one cleanser and exfoliant., "
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/Agebrightspotfader15ml590x617.jpg,Age Bright Spot Fader,33.62,Active Clearing,"Brightening spot treatment.,This two-in-one spot treatment reduces the appearance of active breakouts and post-breakout marks. Salicylic Acid works to clear breakouts, while Niacinamide and Hexylresorcinol work synergistically to fade post-breakout marks, improving uneven skin tone"
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/Agebrightclearingserum30ml590x617.jpg,Age Bright Clearing Serum,48.56,Active Clearing,"Brightening, clearing serum.,This active two-in-one serum clears and helps prevent breakouts while reducing visible skin aging. Salicylic Acid reduces breakouts to clear skin. This highly-concentrated serum exfoliates to help prevent breakouts and accelerates cell turnover to reduce signs of skin aging"
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/Sebumclearingmasque75ml590x617.jpg,Sebum Clearing Masque,36.94,Active Clearing,"Breakout preventing clay.,Soothing clay masque helps clear breakouts and minimize premature signs of skin aging. Oil-absorbing clays help detoxify skin as Salicylic Acid clears pore congestion."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/Clearingskinwash500ml590x617.jpg,Clearing Skin Wash,,Active Clearing,"Breakout clearing foam,Foaming cleanser helps clear skin and reduce visible skin aging. Salicylic Acid, a Beta Hydroxy Acid, stimulates natural exfoliation to help clear clogged follicles and smooth away dullness that contributes to visible skin aging."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/skinsmoothingcream_02_590x617.jpg,Skin Smoothing Cream,,Moisturisers,"With active hydramesh technology. 100ml.,This next-generation formulation of our best-selling moisturiser features state-of-the-art Active HydraMesh Technology™ to infuse skin with 48 hours of continuous hydration and help protect against environmental stress."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/05/3438_ind_UltraCalming-mist.jpg,Ultracalming Mist,25.73,"Dermalogica,Ultracalming ™","A soothing, hydrating mist to calm redness and sensitivity. Use post-cleanse to lock in hydration and prime skin for treatment with UltraCalmingTM products. Lightweight mist helps create a shield against environmental assaults, and synergistically relieves and restores skin while fighting future flare-ups."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/Rednessreliefessence150ml590x617-1.jpg,Redness Relief Essence,31.54,Ultracalming ™,"Redness-reducing essence.,Lightweight like a toner but concentrated like a serum, the refreshing formula visibly reduces redness and helps reduce sensitivity by strengthening the skin’s moisture barrier."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/ultracalmingcleanser_01_590x617.jpg,Ultracalming ™ Cleanser,,Ultracalming ™,"Gentle cleansing cream. 250ml.,Gentle cleansing gel/cream for reactive skin. This pH-balanced, non-foaming cleanser helps calm and cool reactive, sensitized or overprocessed skin."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/05/serum.png,Multivitamin Power Serum,52.71,"Age Smart ®,Dermalogica","microencapsulated vitamin serum 22ml,vitamin complex helps retexturize and revitalize the skin. Smooth this velvety serum over clean skin before moisturizing for increased defense against signs of skin aging. Microencapsulated vitamins A, C and E melt into skin to help decrease the appearance of fine lines and hyperpigmentation (age spots). Protein peptides support skin resilience and help minimize the appearance of sun-induced aging."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/antioxidanthydramist_590x617.jpg,Antioxidant HydraMist,33.20,Age Smart ®,"Refreshing antioxidant shield. 150ml.,Refreshing antioxidant toner that helps firm and hydrate. Convenient mist-on formula supplements skin’s protective barrier by creating an active antioxidant shield to help fight free radical damage, and help prevent the signs of aging caused by Advanced Glycation End-products (AGEs) – a damaging by-product of sugar/protein reactions on the skin."
"https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/multivitaminpowerrecoverymasque_590x617-1.jpg,https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/multivitaminpowerrecoverymasque_590x617.jpg",MultiVitamin Power Recovery®Masque,41.09,Age Smart ®,"Nutrient-rich rescue. 75ml.,Ultra-replenishing masque helps rescue stressed, aging skin. Apply after cleansing as an ultimate remedy for dulling, dry, dehydrated, lackluster, photodamaged skin and skin aging."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/rapidrevealpeel_590x617.jpg,Rapid Reveal Peel,65.57,Age Smart ®,"Professional-grade at-home peel. 30ml.,A professional-grade at-home peel that helps reveal brighter, healthier skin in just minutes a week. This maximum-strength exfoliant delivers powerful results with no downtime using a unique complex of phytoactive AHA extracts, Lactic Acid and fermented plant enzymes to help reveal new, firmer skin."
https://www.buymebeauty.co.uk/wp-content/uploads/2020/02/Overnightclearinggel50ml590x617.jpg,Overnight Clearing Gel,38.18,Active Clearing,"Clearing, purifying treatment.,Night time gel helps clear breakouts and reduce visible skin aging. Salicylic Acid sloughs off pore-clogging skin cells – a process that slows with age – to inhibit development of further breakouts."
